"roll_call_id","bill_id","session","roll_call_date","roll_call_desc","yea","nay","nv","absent","n_total","passed","roll_call_chamber","bill_title","bill_number","session_year","bill_url","pct_of_total","n_present","pct_of_present","final_vote","R_pct_of_present","D_pct_of_present","rc_unity_D","rc_unity_R","rc_mean_partisanship"
1521021,1977185,"2025-2025_Regular_Session","2025-03-19","Senate Regulated Industries",8,0,0,1,9,1,"S","Third-party Reservation Platforms","S0940",2025,"https://legiscan.com/FL/bill/S0940/2025",0.888888888888889,8,1,"N",1,1,1,1,1
1521025,1988809,"2025-2025_Regular_Session","2025-03-17","Senate Banking and Insurance",7,0,0,3,10,1,"S","Insurance","S1740",2025,"https://legiscan.com/FL/bill/S1740/2025",0.7,7,1,"N",1,1,1,1,1
1521036,1903465,"2025-2025_Regular_Session","2025-03-19","Senate: Third Reading RCS#10",39,0,0,0,39,1,"S","Abandoning Restrained Dogs During Natural Disasters","S0150",2025,"https://legiscan.com/FL/bill/S0150/2025",1,39,1,"Y",1,1,1,1,1
1521037,1918834,"2025-2025_Regular_Session","2025-03-19","Senate Rules",25,0,0,0,25,1,"S","Trusts","S0262",2025,"https://legiscan.com/FL/bill/S0262/2025",1,25,1,"N",1,1,1,1,1
1521047,1981374,"2025-2025_Regular_Session","2025-03-18","Senate Health Policy",9,0,0,1,10,1,"S","Electrocardiograms for Student Athletes","S1070",2025,"https://legiscan.com/FL/bill/S1070/2025",0.9,9,1,"N",1,1,1,1,1
1521053,1946372,"2025-2025_Regular_Session","2025-03-19","Senate Rules",25,0,0,0,25,1,"S","Unlawful Use of Uniforms, Medals, or Insignia","S0402",2025,"https://legiscan.com/FL/bill/S0402/2025",1,25,1,"N",1,1,1,1,1
1521059,1987597,"2025-2025_Regular_Session","2025-03-19","Senate: Third Reading RCS#14",39,0,0,0,39,1,"S","Child Welfare","S7012",2025,"https://legiscan.com/FL/bill/S7012/2025",1,39,1,"Y",1,1,1,1,1
1521061,1987348,"2025-2025_Regular_Session","2025-03-19","House Education Administration Subcommittee",15,1,0,2,18,1,"H","School Attendance","H1367",2025,"https://legiscan.com/FL/bill/H1367/2025",0.833333333333333,16,0.9375,"N",1,0.75,0.75,1,0.9375
1521090,1988954,"2025-2025_Regular_Session","2025-03-19","House Education Administration Subcommittee",12,4,0,2,18,1,"H","Education","H1483",2025,"https://legiscan.com/FL/bill/H1483/2025",0.666666666666667,16,0.75,"N",1,0,1,1,1
1521101,1984120,"2025-2025_Regular_Session","2025-03-19","Senate Regulated Industries",8,0,0,1,9,1,"S","Solar Facilities","S1304",2025,"https://legiscan.com/FL/bill/S1304/2025",0.888888888888889,8,1,"N",1,1,1,1,1
1521112,1971304,"2025-2025_Regular_Session","2025-03-18","Senate Health Policy",8,1,0,1,10,1,"S","Foreign Countries of Concern","S0768",2025,"https://legiscan.com/FL/bill/S0768/2025",0.8,9,0.888888888888889,"N",1,0.666666666666667,0.666666666666667,1,0.888888888888889
1521113,1982897,"2025-2025_Regular_Session","2025-03-19","House Industries & Professional Activities Subcommittee",16,0,0,2,18,1,"H","Alternative Plans Reviews and Inspections","H1071",2025,"https://legiscan.com/FL/bill/H1071/2025",0.888888888888889,16,1,"N",1,1,1,1,1
1521116,1923039,"2025-2025_Regular_Session","2025-03-19","Senate Rules",25,0,0,0,25,1,"S","Warranty Associations","S0282",2025,"https://legiscan.com/FL/bill/S0282/2025",1,25,1,"N",1,1,1,1,1
1521127,1986709,"2025-2025_Regular_Session","2025-03-18","House Student Academic Success Subcommittee",15,0,0,3,18,1,"H","Reading Interventions and Instruction","H1309",2025,"https://legiscan.com/FL/bill/H1309/2025",0.833333333333333,15,1,"N",1,1,1,1,1
1521136,1963716,"2025-2025_Regular_Session","2025-03-19","Senate Rules",25,0,0,0,25,1,"S","OGSR/Applicants or Participants in Certain Federal, State, or Local Housing Assistance Programs","S7004",2025,"https://legiscan.com/FL/bill/S7004/2025",1,25,1,"N",1,1,1,1,1
1521142,1975596,"2025-2025_Regular_Session","2025-03-19","Senate: Third Reading RCS#3",39,0,0,0,39,1,"S","Florida Statutes","S0038",2025,"https://legiscan.com/FL/bill/S0038/2025",1,39,1,"Y",1,1,1,1,1
1521156,1983233,"2025-2025_Regular_Session","2025-03-17","Senate Banking and Insurance",7,0,0,3,10,1,"S","Residual Market Insurers","S1184",2025,"https://legiscan.com/FL/bill/S1184/2025",0.7,7,1,"N",1,1,1,1,1
1521157,1983785,"2025-2025_Regular_Session","2025-03-18","House Student Academic Success Subcommittee",15,0,0,3,18,1,"H","Mathematics Education Requirements","H1113",2025,"https://legiscan.com/FL/bill/H1113/2025",0.833333333333333,15,1,"N",1,1,1,1,1
1521165,1978976,"2025-2025_Regular_Session","2025-03-19","House Industries & Professional Activities Subcommittee",15,1,0,2,18,1,"H","Underground Utility and Excavation Contractors","H0869",2025,"https://legiscan.com/FL/bill/H0869/2025",0.833333333333333,16,0.9375,"N",1,0.8,0.8,1,0.9375
1521171,1983927,"2025-2025_Regular_Session","2025-03-19","House Health Care Budget Subcommittee",14,0,0,1,15,1,"H","Child Welfare","H1127",2025,"https://legiscan.com/FL/bill/H1127/2025",0.933333333333333,14,1,"N",1,1,1,1,1
1521177,1928340,"2025-2025_Regular_Session","2025-03-19","Senate Judiciary",11,0,0,0,11,1,"S","Limited Liability Companies","S0316",2025,"https://legiscan.com/FL/bill/S0316/2025",1,11,1,"N",1,1,1,1,1
1521184,1947432,"2025-2025_Regular_Session","2025-03-19","Senate: Third Reading RCS#15",39,0,0,0,39,1,"S","Administrative Procedures","S0108",2025,"https://legiscan.com/FL/bill/S0108/2025",1,39,1,"Y",1,1,1,1,1
1521188,1975493,"2025-2025_Regular_Session","2025-03-19","Senate: Third Reading RCS#4",39,0,0,0,39,1,"S","Florida Statutes","S0040",2025,"https://legiscan.com/FL/bill/S0040/2025",1,39,1,"Y",1,1,1,1,1
1521192,1984070,"2025-2025_Regular_Session","2025-03-18","House Student Academic Success Subcommittee",16,0,0,2,18,1,"H","Electrocardiograms for Student Athletes","H1135",2025,"https://legiscan.com/FL/bill/H1135/2025",0.888888888888889,16,1,"N",1,1,1,1,1
1521196,1942180,"2025-2025_Regular_Session","2025-03-19","Senate: Third Reading RCS#13",39,0,0,0,39,1,"S","Ethics","S0348",2025,"https://legiscan.com/FL/bill/S0348/2025",1,39,1,"Y",1,1,1,1,1
1521202,1958195,"2025-2025_Regular_Session","2025-03-19","Senate: Third Reading RCS#7",39,0,0,0,39,1,"S","Veterans","S0116",2025,"https://legiscan.com/FL/bill/S0116/2025",1,39,1,"Y",1,1,1,1,1
1521203,1978929,"2025-2025_Regular_Session","2025-03-19","Senate Regulated Industries",8,0,0,1,9,1,"S","Elevator Accessibility Requirements","S0960",2025,"https://legiscan.com/FL/bill/S0960/2025",0.888888888888889,8,1,"N",1,1,1,1,1
1521215,1973592,"2025-2025_Regular_Session","2025-03-19","Senate Transportation",9,0,0,0,9,1,"S","Specialty License Plates","S0824",2025,"https://legiscan.com/FL/bill/S0824/2025",1,9,1,"N",1,1,1,1,1
1521234,1973282,"2025-2025_Regular_Session","2025-03-19","House Criminal Justice Subcommittee",17,0,0,1,18,1,"H","Driving and Boating Offenses","H0687",2025,"https://legiscan.com/FL/bill/H0687/2025",0.944444444444444,17,1,"N",1,1,1,1,1
1521241,1984688,"2025-2025_Regular_Session","2025-03-18","Senate Health Policy",9,0,0,1,10,1,"S","Ambulatory Surgical Centers","S1370",2025,"https://legiscan.com/FL/bill/S1370/2025",0.9,9,1,"N",1,1,1,1,1
1521242,1985490,"2025-2025_Regular_Session","2025-03-17","Senate Education Postsecondary",7,0,0,0,7,1,"S","Florida Institute for Pediatric Rare Diseases","S1356",2025,"https://legiscan.com/FL/bill/S1356/2025",1,7,1,"N",1,1,1,1,1
1521247,1987557,"2025-2025_Regular_Session","2025-03-18","Senate Health Policy",9,0,0,1,10,1,"S","Background Screening of Athletic Coaches","S1546",2025,"https://legiscan.com/FL/bill/S1546/2025",0.9,9,1,"N",1,1,1,1,1
1521250,1967251,"2025-2025_Regular_Session","2025-03-19","Senate Transportation",9,0,0,0,9,1,"S","Specialty License Plates/Miami Northwestern Alumni Association","S0666",2025,"https://legiscan.com/FL/bill/S0666/2025",1,9,1,"N",1,1,1,1,1
1521260,1977285,"2025-2025_Regular_Session","2025-03-18","Senate Health Policy",9,0,0,1,10,1,"S","Insurance Overpayment Claims Submitted to Psychologists","S0944",2025,"https://legiscan.com/FL/bill/S0944/2025",0.9,9,1,"N",1,1,1,1,1
1521264,1982828,"2025-2025_Regular_Session","2025-03-19","House Criminal Justice Subcommittee",17,0,0,1,18,1,"H","Arrest and Detention of Individuals with Significant Medical Conditions","H1099",2025,"https://legiscan.com/FL/bill/H1099/2025",0.944444444444444,17,1,"N",1,1,1,1,1
1521266,1984091,"2025-2025_Regular_Session","2025-03-19","Senate Transportation",9,0,0,0,9,1,"S","Department of Highway Safety and Motor Vehicles","S1290",2025,"https://legiscan.com/FL/bill/S1290/2025",1,9,1,"N",1,1,1,1,1
1521269,1975386,"2025-2025_Regular_Session","2025-03-19","Senate: Third Reading RCS#17",39,0,0,0,39,1,"S","Rural Communities","S0110",2025,"https://legiscan.com/FL/bill/S0110/2025",1,39,1,"Y",1,1,1,1,1
1521273,1983700,"2025-2025_Regular_Session","2025-03-19","Senate Regulated Industries",8,0,0,1,9,1,"S","Construction Contracting","S1262",2025,"https://legiscan.com/FL/bill/S1262/2025",0.888888888888889,8,1,"N",1,1,1,1,1
1521279,1965224,"2025-2025_Regular_Session","2025-03-19","Senate Regulated Industries",8,0,0,1,9,1,"S","Home Inspectors","S0638",2025,"https://legiscan.com/FL/bill/S0638/2025",0.888888888888889,8,1,"N",1,1,1,1,1
1521295,1894929,"2025-2025_Regular_Session","2025-03-19","House Health Care Budget Subcommittee",14,0,0,1,15,1,"H","Social Work Licensure Interstate Compact","H0027",2025,"https://legiscan.com/FL/bill/H0027/2025",0.933333333333333,14,1,"N",1,1,1,1,1
1521297,1985119,"2025-2025_Regular_Session","2025-03-19","House Industries & Professional Activities Subcommittee",11,5,0,2,18,1,"H","Employment Agreements","H1219",2025,"https://legiscan.com/FL/bill/H1219/2025",0.611111111111111,16,0.6875,"N",1,0,1,1,1
1521305,1892656,"2025-2025_Regular_Session","2025-03-19","Senate: Third Reading RCS#6",39,0,0,0,39,1,"S","Nature-based Methods for Improving Coastal Resilience","S0050",2025,"https://legiscan.com/FL/bill/S0050/2025",1,39,1,"Y",1,1,1,1,1
1521307,1948479,"2025-2025_Regular_Session","2025-03-19","House Industries & Professional Activities Subcommittee",16,0,0,2,18,1,"H","Repair of Motorized Wheelchairs","H0311",2025,"https://legiscan.com/FL/bill/H0311/2025",0.888888888888889,16,1,"N",1,1,1,1,1
1521309,1981075,"2025-2025_Regular_Session","2025-03-19","Senate: Third Reading RCS#5",37,0,2,0,39,1,"S","Florida Statutes","S0042",2025,"https://legiscan.com/FL/bill/S0042/2025",0.948717948717949,37,1,"Y",1,1,1,1,1
1521314,1942386,"2025-2025_Regular_Session","2025-03-19","House Education Administration Subcommittee",16,0,0,2,18,1,"H","Middle School and High School Start Times","H0261",2025,"https://legiscan.com/FL/bill/H0261/2025",0.888888888888889,16,1,"N",1,1,1,1,1
1521316,1975135,"2025-2025_Regular_Session","2025-03-19","House Criminal Justice Subcommittee",17,0,0,1,18,1,"H","Sexual Images","H0757",2025,"https://legiscan.com/FL/bill/H0757/2025",0.944444444444444,17,1,"N",1,1,1,1,1
1521320,1974652,"2025-2025_Regular_Session","2025-03-19","House Industries & Professional Activities Subcommittee",15,0,0,3,18,1,"H","Social Media Use by Minors","H0743",2025,"https://legiscan.com/FL/bill/H0743/2025",0.833333333333333,15,1,"N",1,1,1,1,1
1521324,1985213,"2025-2025_Regular_Session","2025-03-19","House Criminal Justice Subcommittee",16,0,0,2,18,1,"H","Mental Health","H1207",2025,"https://legiscan.com/FL/bill/H1207/2025",0.888888888888889,16,1,"N",1,1,1,1,1
1521326,1962154,"2025-2025_Regular_Session","2025-03-19","House Health Care Facilities & Systems Subcommittee",17,0,0,1,18,1,"H","Ambulatory Surgical Centers","H0475",2025,"https://legiscan.com/FL/bill/H0475/2025",0.944444444444444,17,1,"N",1,1,1,1,1
1521331,1988466,"2025-2025_Regular_Session","2025-03-17","Senate Banking and Insurance",7,0,0,3,10,1,"S","Public Records/Uniform Mitigation Verification Inspection Form Database","S1658",2025,"https://legiscan.com/FL/bill/S1658/2025",0.7,7,1,"N",1,1,1,1,1
1521348,1976673,"2025-2025_Regular_Session","2025-03-19","House Industries & Professional Activities Subcommittee",15,1,0,2,18,1,"H","Air-Conditioning and Mechanical Contractors","H0801",2025,"https://legiscan.com/FL/bill/H0801/2025",0.833333333333333,16,0.9375,"N",0.909090909090909,1,1,0.909090909090909,0.9375
1521360,1930979,"2025-2025_Regular_Session","2025-03-19","Senate: Third Reading RCS#12",39,0,0,0,39,1,"S","Property Rights","S0322",2025,"https://legiscan.com/FL/bill/S0322/2025",1,39,1,"Y",1,1,1,1,1
1521361,1897545,"2025-2025_Regular_Session","2025-03-19","Senate: Third Reading RCS#8",36,3,0,0,39,1,"S","Regulation of Presidential Libraries","S0118",2025,"https://legiscan.com/FL/bill/S0118/2025",0.923076923076923,39,0.923076923076923,"Y",1,0.727272727272727,0.727272727272727,1,0.923076923076923
1521369,1980858,"2025-2025_Regular_Session","2025-03-19","Senate Transportation",9,0,0,0,9,1,"S","Specialty License Plates/United States Naval Academy and United States Military Academy","S1024",2025,"https://legiscan.com/FL/bill/S1024/2025",1,9,1,"N",1,1,1,1,1
1521370,1898276,"2025-2025_Regular_Session","2025-03-19","Senate: Third Reading RCS#9",39,0,0,0,39,1,"S","Prescription Hearing Aids","S0126",2025,"https://legiscan.com/FL/bill/S0126/2025",1,39,1,"Y",1,1,1,1,1
1521404,1983104,"2025-2025_Regular_Session","2025-03-19","House Health Care Facilities & Systems Subcommittee",14,3,0,1,18,1,"H","Children's Medical Services Program","H1085",2025,"https://legiscan.com/FL/bill/H1085/2025",0.777777777777778,17,0.823529411764706,"N",1,0.4,0.6,1,0.882352941176471
1521436,1968271,"2025-2025_Regular_Session","2025-03-19","House Intergovernmental Affairs Subcommittee",16,0,0,2,18,1,"H","Dangerous Dogs","H0593",2025,"https://legiscan.com/FL/bill/H0593/2025",0.888888888888889,16,1,"N",1,1,1,1,1
1521441,1981587,"2025-2025_Regular_Session","2025-03-19","House Education Administration Subcommittee",15,0,0,3,18,1,"H","Reporting of Student Mental Health Outcomes","H0969",2025,"https://legiscan.com/FL/bill/H0969/2025",0.833333333333333,15,1,"N",1,1,1,1,1
1521448,1984282,"2025-2025_Regular_Session","2025-03-19","House Industries & Professional Activities Subcommittee",14,0,0,4,18,1,"H","Removal of Altered Sexual Depictions Posted without Consent","H1161",2025,"https://legiscan.com/FL/bill/H1161/2025",0.777777777777778,14,1,"N",1,1,1,1,1
1521511,1983730,"2025-2025_Regular_Session","2025-03-19","House Health Care Facilities & Systems Subcommittee",15,2,0,1,18,1,"H","Out-of-network Providers","H1101",2025,"https://legiscan.com/FL/bill/H1101/2025",0.833333333333333,17,0.882352941176471,"N",1,0.6,0.6,1,0.882352941176471
1521513,1975885,"2025-2025_Regular_Session","2025-03-19","Senate Transportation",9,0,0,0,9,1,"S","Indemnification of Commuter Rail Transportation Providers","S0916",2025,"https://legiscan.com/FL/bill/S0916/2025",1,9,1,"N",1,1,1,1,1
1521547,1915029,"2025-2025_Regular_Session","2025-03-19","House Criminal Justice Subcommittee",17,0,0,1,18,1,"H","Pawnbroker Transaction Forms","H0139",2025,"https://legiscan.com/FL/bill/H0139/2025",0.944444444444444,17,1,"N",1,1,1,1,1
1521563,1982390,"2025-2025_Regular_Session","2025-03-19","House Criminal Justice Subcommittee",17,0,0,1,18,1,"H","Fraudulent Use of Gift Cards","H1007",2025,"https://legiscan.com/FL/bill/H1007/2025",0.944444444444444,17,1,"N",1,1,1,1,1
1521564,1988998,"2025-2025_Regular_Session","2025-03-19","House Criminal Justice Subcommittee",16,0,0,2,18,1,"H","Prearranged Transportation Services","H1525",2025,"https://legiscan.com/FL/bill/H1525/2025",0.888888888888889,16,1,"N",1,1,1,1,1
1521583,1973683,"2025-2025_Regular_Session","2025-03-19","House Industries & Professional Activities Subcommittee",14,0,0,4,18,1,"H","City of Oviedo, Seminole County","H4031",2025,"https://legiscan.com/FL/bill/H4031/2025",0.777777777777778,14,1,"N",1,1,1,1,1
1521590,1976881,"2025-2025_Regular_Session","2025-03-19","House Industries & Professional Activities Subcommittee",15,0,0,3,18,1,"H","Special Alcoholic Beverage Licenses Issued to Residential Condominiums","H0799",2025,"https://legiscan.com/FL/bill/H0799/2025",0.833333333333333,15,1,"N",1,1,1,1,1
1521608,1967029,"2025-2025_Regular_Session","2025-03-19","House Intergovernmental Affairs Subcommittee",18,0,0,0,18,1,"H","Removal, Storage, and Cleanup of Electric Vehicles","H0577",2025,"https://legiscan.com/FL/bill/H0577/2025",1,18,1,"N",1,1,1,1,1
1521622,1951666,"2025-2025_Regular_Session","2025-03-19","Senate Transportation",6,3,0,0,9,1,"S","Transportation","S0462",2025,"https://legiscan.com/FL/bill/S0462/2025",0.666666666666667,9,0.666666666666667,"N",1,0,1,1,1
1521630,1990100,"2025-2025_Regular_Session","2025-03-19","House Industries & Professional Activities Subcommittee",14,0,0,4,18,1,"H","Duval County","H4053",2025,"https://legiscan.com/FL/bill/H4053/2025",0.777777777777778,14,1,"N",1,1,1,1,1
1521632,1920600,"2025-2025_Regular_Session","2025-03-19","House Economic Infrastructure Subcommittee",17,0,0,1,18,1,"H","Transportation Facility Designations","H0177",2025,"https://legiscan.com/FL/bill/H0177/2025",0.944444444444444,17,1,"N",1,1,1,1,1
1521638,1982767,"2025-2025_Regular_Session","2025-03-19","House Industries & Professional Activities Subcommittee",15,0,0,3,18,1,"H","Building Permits for Single-family Dwellings","H1035",2025,"https://legiscan.com/FL/bill/H1035/2025",0.833333333333333,15,1,"N",1,1,1,1,1
1521667,1920769,"2025-2025_Regular_Session","2025-03-18","Senate Appropriations Committee on Higher Education",8,0,0,0,8,1,"S","Florida Bright Futures Scholarship Program","S0270",2025,"https://legiscan.com/FL/bill/S0270/2025",1,8,1,"N",1,1,1,1,1
1521673,1943751,"2025-2025_Regular_Session","2025-03-19","House Intergovernmental Affairs Subcommittee",16,0,0,2,18,1,"H","Annexing State-owned Lands","H0275",2025,"https://legiscan.com/FL/bill/H0275/2025",0.888888888888889,16,1,"N",1,1,1,1,1
1521682,1987091,"2025-2025_Regular_Session","2025-03-19","House Health Care Facilities & Systems Subcommittee",17,0,0,1,18,1,"H","Home Health Care Services","H1353",2025,"https://legiscan.com/FL/bill/H1353/2025",0.944444444444444,17,1,"N",1,1,1,1,1
1521685,1982323,"2025-2025_Regular_Session","2025-03-19","House Intergovernmental Affairs Subcommittee",16,0,0,2,18,1,"H","Osceola County","H4043",2025,"https://legiscan.com/FL/bill/H4043/2025",0.888888888888889,16,1,"N",1,1,1,1,1
1521690,1973135,"2025-2025_Regular_Session","2025-03-19","House Intergovernmental Affairs Subcommittee",12,5,0,1,18,1,"H","Term Limits for Members of County Commissions and District School Boards","H0679",2025,"https://legiscan.com/FL/bill/H0679/2025",0.666666666666667,17,0.705882352941177,"N",1,0,1,1,1
1521713,1987752,"2025-2025_Regular_Session","2025-03-19","House Criminal Justice Subcommittee",17,0,0,1,18,1,"H","Safety of Students","H1403",2025,"https://legiscan.com/FL/bill/H1403/2025",0.944444444444444,17,1,"N",1,1,1,1,1
1521730,1975632,"2025-2025_Regular_Session","2025-03-19","Senate Children, Families, and Elder Affairs",5,1,0,1,7,1,"S","Faith-based Activities in Batterers' Intervention Programs","S0894",2025,"https://legiscan.com/FL/bill/S0894/2025",0.714285714285714,6,0.833333333333333,"N",1,0.5,NA,1,1
